PAIS,AÑO,MES,PRODUCTO,CANTIDAD DE ENERGIA (GWh),CODIGO DE PRODUCTO,AÑO ACTUAL- MES ACTUA,AÑO ANTERIOR- MES ACTUAL,PARTICIPACION
Argentina,2022,May,Solar,186.753.755,3,2.908.846.135,786.950.499,1.59%
Argentina,2022,May,Renewables,328.450.468,22,43.141.786.988,17.000.525.721,27.89%
Argentina,2022,May,Low carbon,3.917.211.964,26,50.650.973.658,20.181.607.836,33.26%
Argentina,2022,May,Fossil fuels,786.012.654,27,89.303.982.052,40.298.512.207,66.74%
Brazil,2022,May,Hydro,35.868.424.726,1,423.007.746.164,16.390.432.795,67.33%
Brazil,2022,May,Wind,5.901.833.559,2,80.698.565.108,23.121.415.848,11.08%
Brazil,2022,May,Solar,1.872.874.919,3,27.224.347.185,4.658.690.102,3.52%
Brazil,2022,May,Renewables,49.681.475.948,22,583.458.043.248,206.827.513.852,93.25%
Brazil,2022,May,Low carbon,51.029.330.827,26,59.714.236.551,212.617.487.591,95.78%
Brazil,2022,May,Fossil fuels,2.245.727.069,27,42.442.916.789,42.389.849.552,4.22%
Chile,2022,May,Hydro,139.745.294,1,23.028.668.392,6.727.977.419,19.50%
Chile,2022,May,Wind,81.084.671,2,9.362.415.979,241.304.782,11.32%
Chile,2022,May,Solar,952.582.941,3,13.928.285.811,4.019.275.542,13.29%
Chile,2022,May,Renewables,3.215.958.532,22,46.886.973.366,15.622.362.722,44.88%
Chile,2022,May,Low carbon,3.215.958.532,26,46.886.973.366,15.622.362.722,44.88%
Chile,2022,May,Fossil fuels,3.949.693.932,27,37.209.997.481,19.101.851.268,55.12%
Colombia,2022,May,Hydro,549.498.485,1,62.762.476.129,22.719.173.506,75.25%
Colombia,2022,May,Wind,3.409.729,2,69.609.358,28.701.055,0.05%
Colombia,2022,May,Solar,30.896.288,3,474.417.453,123.156.159,0.42%
Colombia,2022,May,Renewables,5.710.790.427,22,65.484.517.485,23.738.579.153,78.20%
Colombia,2022,May,Low carbon,5.710.790.427,26,65.484.517.485,23.738.579.153,78.20%
Colombia,2022,May,Fossil fuels,1.591.648.353,27,19.520.445.158,911.537.322,21.80%
Costa Rica,2022,May,Hydro,930.571.163,1,9.361.373.581,3.338.128.889,81.97%
Costa Rica,2022,May,Wind,55.444.926,2,136.926.046,868.971.083,4.88%
Costa Rica,2022,May,Solar,6.164.684,3,7.328.461,37.994.049,0.54%
Costa Rica,2022,May,Renewables,1.134.963.566,22,1.241.944.864,5.116.628.621,99.98%
Costa Rica,2022,May,Low carbon,1.134.963.566,26,1.241.944.864,5.116.628.621,99.98%
Costa Rica,2022,May,Fossil fuels,262.656,27,94.205.109,995.213,0.02%
Mexico,2022,May,Hydro,3.463.181.324,1,35.285.908.631,11.963.533.858,11.14%
Mexico,2022,May,Wind,156.221.844,2,20.195.544.738,9.476.785.764,5.02%
Mexico,2022,May,Solar,1.250.123.461,3,1.173.614.515,6.136.922.346,4.02%
Mexico,2022,May,Renewables,6.949.168.515,22,74.114.390.265,29.698.173.039,22.35%
Mexico,2022,May,Low carbon,7.559.223.061,26,8.451.547.853,39.375.637.242,24.31%
Mexico,2022,May,Fossil fuels,23.529.753.848,27,249.991.991.424,103.670.410.644,75.69%
Argentina,2022,June,Hydro,236.866.845,1,23.974.690.533,12.110.024.904,18.08%
Argentina,2022,June,Wind,108.307.356,2,14.025.337.741,5.880.656.826,8.27%
Argentina,2022,June,Solar,157.526.961,3,2.908.846.135,891.682.433,1.20%
Argentina,2022,June,Renewables,37.951.512,22,43.141.786.988,20.291.120.652,28.96%
Argentina,2022,June,Low carbon,4.477.709.724,26,50.650.973.658,24.541.775.018,34.17%
Argentina,2022,June,Fossil fuels,8.626.570.027,27,89.303.982.052,49.380.208.485,65.83%
Brazil,2022,June,Hydro,33.559.871.308,1,423.007.746.164,189.712.013.138,64.94%
Brazil,2022,June,Wind,5.984.170.541,2,80.698.565.108,28.990.615.618,11.58%
Brazil,2022,June,Solar,1.868.499.043,3,27.224.347.185,5.699.945.795,3.62%
Brazil,2022,June,Renewables,47.745.038.357,22,583.458.043.248,245.729.740.497,92.38%
Brazil,2022,June,Low carbon,48.446.169.265,26,59.714.236.551,252.064.942.922,93.74%
Brazil,2022,June,Fossil fuels,32.348.379,27,42.442.916.789,55.973.087.291,6.26%
Chile,2022,June,Hydro,1.685.819.041,1,23.028.668.392,849.033.799,23.67%
Chile,2022,June,Wind,66.407.514,2,9.362.415.979,2.958.488.286,9.33%
Chile,2022,June,Solar,783.550.028,3,13.928.285.811,4.620.420.766,11.00%
Chile,2022,June,Renewables,3.160.876.976,22,46.886.973.366,18.987.801.995,44.39%
Chile,2022,June,Low carbon,3.160.876.976,26,46.886.973.366,18.987.801.995,44.39%
Chile,2022,June,Fossil fuels,3.959.803.398,27,37.209.997.481,22.913.844.236,55.61%
Colombia,2022,June,Hydro,5.181.733.312,1,62.762.476.129,27.686.473.463,74.69%
Colombia,2022,June,Wind,4.017.988,2,69.609.358,345.241,0.06%
Colombia,2022,June,Solar,29.693.321,3,474.417.453,145.837.951,0.43%
Colombia,2022,June,Renewables,5.396.945.057,22,65.484.517.485,28.907.900.887,77.79%
Colombia,2022,June,Low carbon,5.396.945.057,26,65.484.517.485,28.907.900.887,77.79%
Colombia,2022,June,Fossil fuels,1.540.869.577,27,19.520.445.158,10.637.121.439,22.21%
Costa Rica,2022,June,Hydro,908.662.511,1,9.361.373.581,4.172.956.742,84.09%
Costa Rica,2022,June,Wind,47.814.135,2,136.926.046,934.951.986,4.42%
Costa Rica,2022,June,Solar,5.381.172,3,7.328.461,43.700.216,0.50%
Costa Rica,2022,June,Renewables,1.080.569.376,22,1.241.944.864,6.165.631.385,100.00%
Costa Rica,2022,June,Low carbon,1.080.569.376,26,1.241.944.864,6.165.631.385,100.00%
Costa Rica,2022,June,Fossil fuels,41.365,27,94.205.109,1.004.782,0.00%
Mexico,2022,June,Hydro,3.594.925.119,1,35.285.908.631,14.755.896.742,11.67%
Mexico,2022,June,Wind,1.633.639.938,2,20.195.544.738,10.671.068.063,5.30%
Mexico,2022,June,Solar,109.909.613,3,1.173.614.515,7.400.118.612,3.57%
Mexico,2022,June,Renewables,6.802.067.333,22,74.114.390.265,35.305.338.863,22.08%
Mexico,2022,June,Low carbon,7.846.588.879,26,8.451.547.853,47.086.557.655,25.47%
Mexico,2022,June,Fossil fuels,2.296.458.647,27,249.991.991.424,128.740.867.747,74.53%
Argentina,2022,July,Hydro,1.936.346.637,1,23.974.690.533,13.916.187.381,15.64%
Argentina,2022,July,Wind,1.212.958.403,2,14.025.337.741,7.159.329.304,9.80%
Argentina,2022,July,Solar,175.705.985,3,2.908.846.135,1.029.496.468,1.42%
Argentina,2022,July,Renewables,3.535.801.386,22,43.141.786.988,2.382.248.488,28.56%
Argentina,2022,July,Low carbon,42.768.457,26,50.650.973.658,29.180.387.904,34.55%
Argentina,2022,July,Fossil fuels,8.103.178.981,27,89.303.982.052,58.630.832.271,65.45%
Brazil,2022,July,Hydro,3.278.621.631,1,423.007.746.164,213.358.826.493,60.41%
Brazil,2022,July,Wind,8.455.296.511,2,80.698.565.108,36.236.980.103,15.58%
Brazil,2022,July,Solar,218.793.799,3,27.224.347.185,6.788.202.613,4.03%
Brazil,2022,July,Renewables,50.638.284.216,22,583.458.043.248,284.613.361.306,93.30%
Brazil,2022,July,Low carbon,51.241.893.256,26,59.714.236.551,291.696.071.232,94.41%
Brazil,2022,July,Fossil fuels,3.034.632.847,27,42.442.916.789,70.573.579.733,5.59%
Chile,2022,July,Hydro,2.021.742.454,1,23.028.668.392,9.691.634.861,28.28%
Chile,2022,July,Wind,876.214.638,2,9.362.415.979,3.552.179.614,12.26%
Chile,2022,July,Solar,768.756.554,3,13.928.285.811,5.302.869.906,10.75%
Chile,2022,July,Renewables,3.715.757.148,22,46.886.973.366,21.966.791.391,51.98%
Chile,2022,July,Low carbon,3.715.757.148,26,46.886.973.366,21.966.791.391,51.98%
Chile,2022,July,Fossil fuels,3.432.838.636,27,37.209.997.481,27.378.597.814,48.02%
Colombia,2022,July,Hydro,5.418.836.677,1,62.762.476.129,32.887.470.051,74.35%
Colombia,2022,July,Wind,8.383.434,2,69.609.358,40.456.455,0.12%
Colombia,2022,July,Solar,39.787.804,3,474.417.453,171.719.699,0.55%
Colombia,2022,July,Renewables,5.648.509.341,22,65.484.517.485,34.314.239.513,77.50%
Colombia,2022,July,Low carbon,5.648.509.341,26,65.484.517.485,34.314.239.513,77.50%
Colombia,2022,July,Fossil fuels,1.639.984.324,27,19.520.445.158,12.253.177.406,22.50%
Costa Rica,2022,July,Hydro,867.885.566,1,9.361.373.581,4.989.102.969,79.87%
Costa Rica,2022,July,Wind,108.419.764,2,136.926.046,1.068.168.628,9.98%
Costa Rica,2022,July,Solar,5.016.463,3,7.328.461,50.026.928,0.46%
Costa Rica,2022,July,Renewables,1.086.669.994,22,1.241.944.864,7.240.436.473,100.00%
Costa Rica,2022,July,Low carbon,1.086.669.994,26,1.241.944.864,7.240.436.473,100.00%
Costa Rica,2022,July,Fossil fuels,18.307,27,94.205.109,1.052.349,0.00%
Mexico,2022,July,Hydro,3.053.948.713,1,35.285.908.631,17.730.288.863,9.48%
Mexico,2022,July,Wind,2.104.546.085,2,20.195.544.738,12.553.371.285,6.53%
Mexico,2022,July,Solar,1.064.855.304,3,1.173.614.515,8.653.447.158,3.30%
Mexico,2022,July,Renewables,6.663.997.369,22,74.114.390.265,41.782.875.705,20.68%
Mexico,2022,July,Low carbon,7.735.306.814,26,8.451.547.853,55.613.488.766,24.00%
Mexico,2022,July,Fossil fuels,24.493.505.351,27,249.991.991.424,153.496.668.235,76.00%
Argentina,2022,August,Hydro,2.087.552.946,1,23.974.690.533,15.533.667.676,18.27%
Argentina,2022,August,Wind,116.526.524,2,14.025.337.741,8.352.727.641,10.20%
Argentina,2022,August,Solar,229.292.825,3,2.908.846.135,1.193.096.918,2.01%
Argentina,2022,August,Renewables,369.630.061,22,43.141.786.988,27.140.956.915,32.35%
Argentina,2022,August,Low carbon,4.649.923.579,26,50.650.973.658,33.567.438.906,40.69%
Argentina,2022,August,Fossil fuels,6.776.825.201,27,89.303.982.052,67.948.035.216,59.31%
Brazil,2022,August,Hydro,31.405.428.311,1,423.007.746.164,235.777.871.761,57.70%
Brazil,2022,August,Wind,9.425.043.189,2,80.698.565.108,44.437.000.685,17.32%
Brazil,2022,August,Solar,2.533.632.192,3,27.224.347.185,7.943.345.648,4.66%
Brazil,2022,August,Renewables,50.119.448.569,22,583.458.043.248,323.225.568.619,92.09%
Brazil,2022,August,Low carbon,51.235.304.055,26,59.714.236.551,33.171.498.909,94.14%
Brazil,2022,August,Fossil fuels,3.191.043.575,27,42.442.916.789,86.703.933.178,5.86%
Chile,2022,August,Hydro,2.239.889.143,1,23.028.668.392,10.923.221.147,32.16%
Chile,2022,August,Wind,815.541.159,2,9.362.415.979,422.982.124,11.71%
Chile,2022,August,Solar,997.048.654,3,13.928.285.811,6.138.611.393,14.32%
Chile,2022,August,Renewables,4.103.526.515,22,46.886.973.366,25.205.705.071,58.92%
Chile,2022,August,Low carbon,4.103.526.515,26,46.886.973.366,25.205.705.071,58.92%
Chile,2022,August,Fossil fuels,2.861.380.124,27,37.209.997.481,31.527.530.852,41.08%
Colombia,2022,August,Hydro,5.563.837.944,1,62.762.476.129,38.107.090.216,76.01%
Colombia,2022,August,Wind,8.700.083,2,69.609.358,44.758.858,0.12%
Colombia,2022,August,Solar,46.430.205,3,474.417.453,198.046.681,0.63%
Colombia,2022,August,Renewables,5.800.469.969,22,65.484.517.485,39.738.030.567,79.24%
Colombia,2022,August,Low carbon,5.800.469.969,26,65.484.517.485,39.738.030.567,79.24%
Colombia,2022,August,Fossil fuels,1.519.431.257,27,19.520.445.158,13.844.475.294,20.76%
Costa Rica,2022,August,Hydro,887.126.949,1,9.361.373.581,5.888.064.766,81.82%
Costa Rica,2022,August,Wind,72.829.661,2,136.926.046,1.130.737.702,6.72%
Costa Rica,2022,August,Solar,6.037.246,3,7.328.461,55.871.885,0.56%
Costa Rica,2022,August,Renewables,1.083.979.089,22,1.241.944.864,8.311.467.519,99.97%
Costa Rica,2022,August,Low carbon,1.083.979.089,26,1.241.944.864,8.311.467.519,99.97%
Costa Rica,2022,August,Fossil fuels,286.265,27,94.205.109,1.492.506,0.03%
Mexico,2022,August,Hydro,4.260.359.257,1,35.285.908.631,21.626.118.328,13.60%
Mexico,2022,August,Wind,158.738.399,2,20.195.544.738,14.260.642.403,5.07%
Mexico,2022,August,Solar,958.538.187,3,1.173.614.515,991.570.467,3.06%
Mexico,2022,August,Renewables,7.206.994.137,22,74.114.390.265,49.009.408.631,23.01%
Mexico,2022,August,Low carbon,826.321.692,26,8.451.547.853,65.031.078.772,26.38%
Mexico,2022,August,Fossil fuels,23.055.046.355,27,249.991.991.424,177.489.279.175,73.62%
Argentina,2022,September,Hydro,1.825.227.626,1,23.974.690.533,17.783.432.055,18.14%
Argentina,2022,September,Wind,1.117.019.597,2,14.025.337.741,9.396.282.321,11.10%
Argentina,2022,September,Solar,258.390.795,3,2.908.846.135,1.385.831.599,2.57%
Argentina,2022,September,Renewables,3.397.976.058,22,43.141.786.988,30.957.213.709,33.77%
Argentina,2022,September,Low carbon,4.101.764.815,26,50.650.973.658,38.166.350.786,40.76%
Argentina,2022,September,Fossil fuels,5.960.479.094,27,89.303.982.052,75.496.016.158,59.24%
Brazil,2022,September,Hydro,30.290.454.931,1,423.007.746.164,258.596.678.318,57.27%
Brazil,2022,September,Wind,9.325.425.606,2,80.698.565.108,52.293.745.697,17.63%
Brazil,2022,September,Solar,2.800.560.627,3,27.224.347.185,9.438.342.971,5.30%
Brazil,2022,September,Renewables,48.575.305.634,22,583.458.043.248,361.728.637.616,91.85%
Brazil,2022,September,Low carbon,49.618.276.355,26,59.714.236.551,371.582.669.995,93.82%
Brazil,2022,September,Fossil fuels,3.268.573.299,27,42.442.916.789,102.321.431.362,6.18%
Chile,2022,September,Hydro,2.229.476.177,1,23.028.668.392,12.364.600.349,33.22%
Chile,2022,September,Wind,798.880.028,2,9.362.415.979,5.017.603.569,11.90%
Chile,2022,September,Solar,1.182.092.348,3,13.928.285.811,7.129.178.087,17.61%
Chile,2022,September,Renewables,4.258.388.609,22,46.886.973.366,28.856.543.178,63.45%
Chile,2022,September,Low carbon,4.258.388.609,26,46.886.973.366,28.856.543.178,63.45%
Chile,2022,September,Fossil fuels,2.453.236.632,27,37.209.997.481,34.799.801.415,36.55%
Colombia,2022,September,Hydro,5.372.064.919,1,62.762.476.129,43.470.312.939,75.39%
Colombia,2022,September,Wind,4.177.406,2,69.609.358,4.849.641,0.06%
Colombia,2022,September,Solar,49.214.903,3,474.417.453,226.682.239,0.69%
Colombia,2022,September,Renewables,5.606.959.038,22,65.484.517.485,4.530.716.019,78.68%
Colombia,2022,September,Low carbon,5.606.959.038,26,65.484.517.485,4.530.716.019,78.68%
Colombia,2022,September,Fossil fuels,1.518.994.498,27,19.520.445.158,15.415.530.524,21.32%
Costa Rica,2022,September,Hydro,880.798.498,1,9.361.373.581,6.713.295.303,86.00%
Costa Rica,2022,September,Wind,22.715.859,2,136.926.046,119.060.277,2.22%
Costa Rica,2022,September,Solar,6.090.659,3,7.328.461,62.193.108,0.59%
Costa Rica,2022,September,Renewables,1.024.084.484,22,1.241.944.864,932.320.349,99.99%
Costa Rica,2022,September,Low carbon,1.024.084.484,26,1.241.944.864,932.320.349,99.99%
Costa Rica,2022,September,Fossil fuels,60.861,27,94.205.109,1.962.414,0.01%
Mexico,2022,September,Hydro,4.512.129.345,1,35.285.908.631,26.205.342.148,15.78%
Mexico,2022,September,Wind,1.092.091.561,2,20.195.544.738,15.508.146.213,3.82%
Mexico,2022,September,Solar,928.692.289,3,1.173.614.515,1.101.749.177,3.25%
Mexico,2022,September,Renewables,6.938.560.309,22,74.114.390.265,56.282.013.887,24.27%
Mexico,2022,September,Low carbon,7.653.980.477,26,8.451.547.853,74.471.121.967,26.78%
Mexico,2022,September,Fossil fuels,20.931.059.105,27,249.991.991.424,19.947.856.439,73.22%
Argentina,2022,October,Hydro,2.958.024.666,1,23.974.690.533,20.216.250.125,29.67%
Argentina,2022,October,Wind,1.283.935.394,2,14.025.337.741,1.061.837.305,12.88%
Argentina,2022,October,Solar,313.268.845,3,2.908.846.135,1.649.497.237,3.14%
Argentina,2022,October,Renewables,4.752.657.279,22,43.141.786.988,35.211.751.426,47.67%
Argentina,2022,October,Low carbon,4.820.897.022,26,50.650.973.658,43.334.646.952,48.35%
Argentina,2022,October,Fossil fuels,5.149.432.458,27,89.303.982.052,82.234.183.817,51.65%
Brazil,2022,October,Hydro,30.993.777.657,1,423.007.746.164,281.945.880.689,57.22%
Brazil,2022,October,Wind,9.695.433.773,2,80.698.565.108,59.584.796.943,17.90%
Brazil,2022,October,Solar,3.010.602.674,3,27.224.347.185,10.895.377.847,5.56%
Brazil,2022,October,Renewables,49.407.232.787,22,583.458.043.248,398.758.351.493,91.22%
Brazil,2022,October,Low carbon,50.820.786.609,26,59.714.236.551,409.945.165.104,93.83%
Brazil,2022,October,Fossil fuels,3.342.422.498,27,42.442.916.789,119.601.064.725,6.17%
Chile,2022,October,Hydro,2.635.580.019,1,23.028.668.392,13.962.981.609,38.95%
Chile,2022,October,Wind,801.275.418,2,9.362.415.979,583.362.998,11.84%
Chile,2022,October,Solar,129.377.648,3,13.928.285.811,8.328.345.155,19.12%
Chile,2022,October,Renewables,4.772.905.128,22,46.886.973.366,32.915.975.993,70.54%
Chile,2022,October,Low carbon,4.772.905.128,26,46.886.973.366,32.915.975.993,70.54%
Chile,2022,October,Fossil fuels,1.993.380.983,27,37.209.997.481,37.921.161.086,29.46%
Colombia,2022,October,Hydro,5.713.186.589,1,62.762.476.129,4.891.339.322,77.98%
Colombia,2022,October,Wind,4.807.161,2,69.609.358,51.056.465,0.07%
Colombia,2022,October,Solar,51.926.352,3,474.417.453,258.515.287,0.71%
Colombia,2022,October,Renewables,5.951.421.657,22,65.484.517.485,50.958.161.395,81.23%
Colombia,2022,October,Low carbon,5.951.421.657,26,65.484.517.485,50.958.161.395,81.23%
Colombia,2022,October,Fossil fuels,1.375.297.789,27,19.520.445.158,17.035.961.026,18.77%
Costa Rica,2022,October,Hydro,857.746.353,1,9.361.373.581,7.582.992.949,81.58%
Costa Rica,2022,October,Wind,60.784.369,2,136.926.046,1.242.102.186,5.78%
Costa Rica,2022,October,Solar,6.149.565,3,7.328.461,68.799.377,0.58%
Costa Rica,2022,October,Renewables,1.049.739.248,22,1.241.944.864,10.369.155.537,99.84%
Costa Rica,2022,October,Low carbon,1.049.739.248,26,1.241.944.864,10.369.155.537,99.84%
Costa Rica,2022,October,Fossil fuels,1.650.561,27,94.205.109,1.988.769,0.16%
Mexico,2022,October,Hydro,3.837.471.696,1,35.285.908.631,30.533.094.951,13.86%
Mexico,2022,October,Wind,1.458.857.145,2,20.195.544.738,17.046.698.999,5.27%
Mexico,2022,October,Solar,906.749.971,3,1.173.614.515,12.182.395.625,3.27%
Mexico,2022,October,Renewables,6.636.689.139,22,74.114.390.265,63.659.349.831,23.96%
Mexico,2022,October,Low carbon,719.853.306,26,8.451.547.853,83.818.600.543,25.99%
Mexico,2022,October,Fossil fuels,20.497.278.622,27,249.991.991.424,220.735.461.009,74.01%
Argentina,2022,November,Hydro,2.922.841.068,1,23.974.690.533,22.312.493.099,25.62%
Argentina,2022,November,Wind,1.133.589.433,2,14.025.337.741,11.713.929.905,9.94%
Argentina,2022,November,Solar,301.458.714,3,2.908.846.135,1.926.590.783,2.64%
Argentina,2022,November,Renewables,4.544.986.161,22,43.141.786.988,389.872.139,39.84%
Argentina,2022,November,Low carbon,4.579.607.977,26,50.650.973.658,48.180.509.078,40.14%
Argentina,2022,November,Fossil fuels,6.829.310.266,27,89.303.982.052,895.465.317,59.86%
Brazil,2022,November,Hydro,33.992.207.925,1,423.007.746.164,308.876.237.016,66.48%
Brazil,2022,November,Wind,6.010.599.696,2,80.698.565.108,65.492.589.825,11.76%
Brazil,2022,November,Solar,2.570.827.138,3,27.224.347.185,12.330.719.896,5.03%
Brazil,2022,November,Renewables,47.284.195.777,22,583.458.043.248,436.317.451.852,92.48%
Brazil,2022,November,Low carbon,48.057.184.904,26,59.714.236.551,448.747.715.441,93.99%
Brazil,2022,November,Fossil fuels,3.071.251.155,27,42.442.916.789,134.671.843.192,6.01%
Chile,2022,November,Hydro,2.830.124.664,1,23.028.668.392,15.666.873.332,40.19%
Chile,2022,November,Wind,648.133.659,2,9.362.415.979,6.613.138.205,9.20%
Chile,2022,November,Solar,1.421.282.868,3,13.928.285.811,9.637.408.681,20.18%
Chile,2022,November,Renewables,4.940.615.817,22,46.886.973.366,37.156.067.336,70.16%
Chile,2022,November,Low carbon,4.940.615.817,26,46.886.973.366,37.156.067.336,70.16%
Chile,2022,November,Fossil fuels,2.101.571.135,27,37.209.997.481,40.807.055.264,29.84%
Colombia,2022,November,Hydro,5.528.747.085,1,62.762.476.129,54.110.639.488,77.34%
Colombia,2022,November,Wind,6.548.488,2,69.609.358,54.130.017,0.09%
Colombia,2022,November,Solar,47.831.906,3,474.417.453,292.966.225,0.67%
Colombia,2022,November,Renewables,5.764.627.778,22,65.484.517.485,56.366.433.382,80.64%
Colombia,2022,November,Low carbon,5.764.627.778,26,65.484.517.485,56.366.433.382,80.64%
Colombia,2022,November,Fossil fuels,1.384.134.028,27,19.520.445.158,18.592.836.776,19.36%
Costa Rica,2022,November,Hydro,806.384.476,1,9.361.373.581,8.377.519.423,80.37%
Costa Rica,2022,November,Wind,74.703.524,2,136.926.046,1.388.793.638,7.45%
Costa Rica,2022,November,Solar,5.546.991,3,7.328.461,75.693.289,0.55%
Costa Rica,2022,November,Renewables,100.231.345,22,1.241.944.864,11.397.632.499,99.90%
Costa Rica,2022,November,Low carbon,100.231.345,26,1.241.944.864,11.397.632.499,99.90%
Costa Rica,2022,November,Fossil fuels,970.977,27,94.205.109,1.988.783,0.10%
Mexico,2022,November,Hydro,2.872.128.994,1,35.285.908.631,32.813.355.593,11.27%
Mexico,2022,November,Wind,1.688.722.831,2,20.195.544.738,19.218.443.773,6.63%
